id_struk,waktu_transaksi,kode_outlet,kode_menu,jumlah_item,harga_satuan,hpp_satuan,total_bruto,nominal_diskon,total_netto,margin_profit,metode_bayar,tipe_pesanan
FNB-20255495,2025-06-21 14:33:00,OUT-04,MNU-05,1,90000,52000,90000,0,90000,38000,Tunai / Cash,Takeaway
FNB-20255496,2025-06-06 08:15:00,OUT-02,MNU-06,1,45000,24000,45000,0,45000,21000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20255497,2025-11-24 13:19:00,OUT-02,MNU-02,4,85000,48000,340000,0,340000,148000,QRIS / E-Wallet,Takeaway
FNB-20255498,2025-08-24 08:33:00,OUT-04,MNU-07,1,24000,9000,24000,0,24000,15000,Kartu Kredit,Online Delivery Instant
FNB-20255499,2025-01-19 21:10:00,OUT-03,MNU-02,2,85000,48000,170000,0,170000,74000,Kartu Debit BSI / Mandiri,Dine In
FNB-20255500,2025-11-19 14:52:00,OUT-01,MNU-09,4,22000,10000,88000,0,88000,48000,QRIS / E-Wallet,Catering & Parcel
FNB-20255501,2025-05-27 15:10:00,OUT-02,MNU-05,2,90000,52000,180000,0,180000,76000,Tunai / Cash,Catering & Parcel
FNB-20255502,2025-04-11 15:25:00,OUT-05,MNU-02,1,85000,48000,85000,4250,80750,32750,QRIS / E-Wallet,Takeaway
FNB-20255503,2025-06-30 16:41:00,OUT-02,MNU-09,3,22000,10000,66000,3300,62700,32700,QRIS / E-Wallet,Catering & Parcel
FNB-20255504,2025-07-19 13:06:00,OUT-02,MNU-07,2,24000,9000,48000,0,48000,30000,Kartu Kredit,Takeaway
FNB-20255505,2025-12-09 20:15:00,OUT-05,MNU-02,3,85000,48000,255000,0,255000,111000,QRIS / E-Wallet,Takeaway
FNB-20255506,2025-07-25 11:50:00,OUT-05,MNU-02,1,85000,48000,85000,4250,80750,32750,Kartu Kredit,Dine In
FNB-20255507,2025-11-05 12:05:00,OUT-01,MNU-06,1,45000,24000,45000,0,45000,21000,Kartu Kredit,Online Delivery Instant
FNB-20255508,2025-10-03 14:22:00,OUT-02,MNU-06,2,45000,24000,90000,0,90000,42000,Tunai / Cash,Online Delivery Instant
FNB-20255509,2025-10-24 08:24:00,OUT-03,MNU-02,1,85000,48000,85000,12750,72250,24250,Kartu Kredit,Catering & Parcel
FNB-20255510,2025-01-10 11:23:00,OUT-03,MNU-04,2,82000,45000,164000,0,164000,74000,QRIS / E-Wallet,Online Delivery Instant
FNB-20255511,2025-12-27 17:58:00,OUT-02,MNU-04,2,82000,45000,164000,0,164000,74000,QRIS / E-Wallet,Catering & Parcel
FNB-20255512,2025-11-15 19:15:00,OUT-01,MNU-09,1,22000,10000,22000,0,22000,12000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20255513,2025-02-25 19:23:00,OUT-01,MNU-02,2,85000,48000,170000,0,170000,74000,Kartu Kredit,Online Delivery Instant
FNB-20255514,2025-08-02 19:49:00,OUT-03,MNU-03,8,68000,36000,544000,0,544000,256000,QRIS / E-Wallet,Dine In
FNB-20255515,2025-05-21 12:12:00,OUT-02,MNU-08,1,28000,12000,28000,4200,23800,11800,Kartu Debit BSI / Mandiri,Dine In
FNB-20255516,2025-11-10 21:43:00,OUT-02,MNU-08,2,28000,12000,56000,2800,53200,29200,Kartu Kredit,Dine In
FNB-20255517,2025-02-02 10:38:00,OUT-01,MNU-08,1,28000,12000,28000,4200,23800,11800,Kartu Debit BSI / Mandiri,Takeaway
FNB-20255518,2025-10-28 10:39:00,OUT-03,MNU-06,1,45000,24000,45000,0,45000,21000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20255519,2025-05-11 20:34:00,OUT-01,MNU-04,1,82000,45000,82000,4100,77900,32900,Tunai / Cash,Takeaway
FNB-20255520,2025-11-08 19:32:00,OUT-02,MNU-07,1,24000,9000,24000,0,24000,15000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20255521,2025-11-24 16:50:00,OUT-03,MNU-03,1,68000,36000,68000,0,68000,32000,QRIS / E-Wallet,Takeaway
FNB-20255522,2025-05-10 10:04:00,OUT-01,MNU-03,5,68000,36000,340000,0,340000,160000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20255523,2025-03-23 20:39:00,OUT-04,MNU-04,1,82000,45000,82000,0,82000,37000,QRIS / E-Wallet,Online Delivery Instant
FNB-20255524,2025-06-12 21:40:00,OUT-03,MNU-08,1,28000,12000,28000,0,28000,16000,Tunai / Cash,Online Delivery Instant
FNB-20255525,2025-01-25 18:05:00,OUT-04,MNU-01,2,75000,42000,150000,7500,142500,58500,QRIS / E-Wallet,Online Delivery Instant
FNB-20255526,2025-05-29 07:05:00,OUT-04,MNU-04,2,82000,45000,164000,8200,155800,65800,Tunai / Cash,Dine In
FNB-20255527,2025-02-19 09:59:00,OUT-01,MNU-04,3,82000,45000,246000,0,246000,111000,Kartu Kredit,Dine In
FNB-20255528,2025-01-24 15:11:00,OUT-01,MNU-02,2,85000,48000,170000,0,170000,74000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20255529,2025-11-17 09:04:00,OUT-01,MNU-01,2,75000,42000,150000,0,150000,66000,Kartu Kredit,Takeaway
FNB-20255530,2025-10-13 14:00:00,OUT-04,MNU-10,2,55000,28000,110000,11000,99000,43000,Kartu Debit BSI / Mandiri,Dine In
FNB-20255531,2025-09-08 13:34:00,OUT-05,MNU-01,10,75000,42000,750000,0,750000,330000,Tunai / Cash,Dine In
FNB-20255532,2025-01-10 17:14:00,OUT-02,MNU-07,3,24000,9000,72000,3600,68400,41400,Kartu Debit BSI / Mandiri,Dine In
FNB-20255533,2025-07-04 08:01:00,OUT-01,MNU-07,2,24000,9000,48000,4800,43200,25200,Kartu Kredit,Catering & Parcel
FNB-20255534,2025-12-22 15:22:00,OUT-03,MNU-03,1,68000,36000,68000,13600,54400,18400,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20255535,2025-03-03 13:32:00,OUT-05,MNU-07,1,24000,9000,24000,0,24000,15000,Kartu Kredit,Takeaway
FNB-20255536,2025-07-17 11:59:00,OUT-03,MNU-07,2,24000,9000,48000,7200,40800,22800,Tunai / Cash,Takeaway
FNB-20255537,2025-06-03 13:28:00,OUT-03,MNU-01,8,75000,42000,600000,30000,570000,234000,QRIS / E-Wallet,Catering & Parcel
FNB-20255538,2025-12-27 19:09:00,OUT-02,MNU-09,2,22000,10000,44000,0,44000,24000,QRIS / E-Wallet,Catering & Parcel
FNB-20255539,2025-06-08 13:40:00,OUT-05,MNU-02,1,85000,48000,85000,8500,76500,28500,QRIS / E-Wallet,Online Delivery Instant
FNB-20255540,2025-10-21 21:06:00,OUT-05,MNU-06,1,45000,24000,45000,0,45000,21000,QRIS / E-Wallet,Online Delivery Instant
FNB-20255541,2025-05-11 18:19:00,OUT-01,MNU-01,3,75000,42000,225000,0,225000,99000,QRIS / E-Wallet,Online Delivery Instant
FNB-20255542,2025-07-08 14:12:00,OUT-05,MNU-06,2,45000,24000,90000,0,90000,42000,QRIS / E-Wallet,Catering & Parcel
FNB-20255543,2025-05-08 18:47:00,OUT-04,MNU-03,2,68000,36000,136000,0,136000,64000,Kartu Debit BSI / Mandiri,Dine In
FNB-20255544,2025-09-12 14:08:00,OUT-01,MNU-08,3,28000,12000,84000,0,84000,48000,Tunai / Cash,Catering & Parcel
FNB-20255545,2025-08-19 16:48:00,OUT-04,MNU-05,1,90000,52000,90000,0,90000,38000,Kartu Kredit,Takeaway
FNB-20255546,2025-09-17 14:47:00,OUT-01,MNU-09,2,22000,10000,44000,0,44000,24000,Kartu Debit BSI / Mandiri,Dine In
FNB-20255547,2025-03-03 18:29:00,OUT-04,MNU-03,1,68000,36000,68000,0,68000,32000,Tunai / Cash,Dine In
FNB-20255548,2025-01-30 10:36:00,OUT-04,MNU-10,2,55000,28000,110000,0,110000,54000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20255549,2025-11-10 13:51:00,OUT-05,MNU-07,1,24000,9000,24000,0,24000,15000,QRIS / E-Wallet,Online Delivery Instant
FNB-20255550,2025-05-07 12:54:00,OUT-01,MNU-04,1,82000,45000,82000,0,82000,37000,Tunai / Cash,Catering & Parcel
FNB-20255551,2025-12-28 15:58:00,OUT-05,MNU-01,1,75000,42000,75000,3750,71250,29250,Tunai / Cash,Online Delivery Instant
FNB-20255552,2025-07-24 20:46:00,OUT-01,MNU-04,2,82000,45000,164000,0,164000,74000,Tunai / Cash,Online Delivery Instant
FNB-20255553,2025-11-06 20:20:00,OUT-02,MNU-01,4,75000,42000,300000,0,300000,132000,Kartu Kredit,Dine In
FNB-20255554,2025-06-26 09:24:00,OUT-04,MNU-01,2,75000,42000,150000,7500,142500,58500,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20255555,2025-01-29 13:43:00,OUT-05,MNU-10,2,55000,28000,110000,0,110000,54000,Kartu Debit BSI / Mandiri,Dine In
FNB-20255556,2025-02-11 10:27:00,OUT-03,MNU-05,3,90000,52000,270000,13500,256500,100500,QRIS / E-Wallet,Online Delivery Instant
FNB-20255557,2025-05-02 16:44:00,OUT-05,MNU-03,2,68000,36000,136000,0,136000,64000,QRIS / E-Wallet,Dine In
FNB-20255558,2025-05-31 21:34:00,OUT-03,MNU-10,1,55000,28000,55000,8250,46750,18750,Kartu Kredit,Takeaway
FNB-20255559,2025-04-01 15:49:00,OUT-02,MNU-07,2,24000,9000,48000,0,48000,30000,Tunai / Cash,Dine In
FNB-20255560,2025-12-11 19:50:00,OUT-05,MNU-02,1,85000,48000,85000,0,85000,37000,QRIS / E-Wallet,Catering & Parcel
FNB-20255561,2025-10-15 13:21:00,OUT-05,MNU-08,1,28000,12000,28000,0,28000,16000,QRIS / E-Wallet,Online Delivery Instant
FNB-20255562,2025-11-26 17:52:00,OUT-05,MNU-04,1,82000,45000,82000,4100,77900,32900,Kartu Kredit,Catering & Parcel
FNB-20255563,2025-10-20 13:10:00,OUT-05,MNU-05,1,90000,52000,90000,0,90000,38000,Tunai / Cash,Online Delivery Instant
FNB-20255564,2025-12-23 21:38:00,OUT-03,MNU-05,3,90000,52000,270000,0,270000,114000,Kartu Kredit,Online Delivery Instant
FNB-20255565,2025-01-08 15:25:00,OUT-02,MNU-07,4,24000,9000,96000,0,96000,60000,QRIS / E-Wallet,Online Delivery Instant
FNB-20255566,2025-06-05 15:47:00,OUT-03,MNU-01,1,75000,42000,75000,3750,71250,29250,Kartu Kredit,Online Delivery Instant
FNB-20255567,2025-06-22 07:14:00,OUT-01,MNU-09,2,22000,10000,44000,4400,39600,19600,Kartu Debit BSI / Mandiri,Dine In
FNB-20255568,2025-02-22 18:39:00,OUT-04,MNU-02,1,85000,48000,85000,0,85000,37000,QRIS / E-Wallet,Takeaway
FNB-20255569,2025-10-02 13:40:00,OUT-01,MNU-04,1,82000,45000,82000,4100,77900,32900,Tunai / Cash,Online Delivery Instant
FNB-20255570,2025-09-15 20:44:00,OUT-02,MNU-09,5,22000,10000,110000,0,110000,60000,QRIS / E-Wallet,Takeaway
FNB-20255571,2025-12-17 12:21:00,OUT-03,MNU-05,2,90000,52000,180000,9000,171000,67000,QRIS / E-Wallet,Catering & Parcel
FNB-20255572,2025-02-19 11:28:00,OUT-03,MNU-03,1,68000,36000,68000,0,68000,32000,Tunai / Cash,Takeaway
FNB-20255573,2025-10-12 07:03:00,OUT-05,MNU-02,2,85000,48000,170000,0,170000,74000,Tunai / Cash,Dine In
FNB-20255574,2025-06-26 13:40:00,OUT-03,MNU-09,2,22000,10000,44000,0,44000,24000,Tunai / Cash,Catering & Parcel
FNB-20255575,2025-01-17 09:45:00,OUT-03,MNU-05,4,90000,52000,360000,18000,342000,134000,Tunai / Cash,Takeaway
FNB-20255576,2025-05-24 08:02:00,OUT-01,MNU-03,3,68000,36000,204000,10200,193800,85800,Tunai / Cash,Catering & Parcel
FNB-20255577,2025-11-20 14:11:00,OUT-05,MNU-07,2,24000,9000,48000,0,48000,30000,QRIS / E-Wallet,Catering & Parcel
FNB-20255578,2025-03-06 16:41:00,OUT-05,MNU-07,2,24000,9000,48000,0,48000,30000,Tunai / Cash,Dine In
FNB-20255579,2025-11-19 20:54:00,OUT-03,MNU-02,5,85000,48000,425000,0,425000,185000,QRIS / E-Wallet,Catering & Parcel
FNB-20255580,2025-08-29 09:50:00,OUT-04,MNU-08,3,28000,12000,84000,0,84000,48000,Kartu Kredit,Catering & Parcel
FNB-20255581,2025-01-28 12:31:00,OUT-04,MNU-04,1,82000,45000,82000,0,82000,37000,QRIS / E-Wallet,Takeaway
FNB-20255582,2025-07-29 09:27:00,OUT-05,MNU-09,2,22000,10000,44000,2200,41800,21800,Tunai / Cash,Online Delivery Instant
FNB-20255583,2025-10-28 13:36:00,OUT-01,MNU-03,1,68000,36000,68000,0,68000,32000,QRIS / E-Wallet,Takeaway
FNB-20255584,2025-08-30 09:04:00,OUT-03,MNU-05,2,90000,52000,180000,0,180000,76000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20255585,2025-01-21 11:43:00,OUT-02,MNU-01,1,75000,42000,75000,15000,60000,18000,QRIS / E-Wallet,Catering & Parcel
FNB-20255586,2025-09-16 21:01:00,OUT-03,MNU-09,1,22000,10000,22000,0,22000,12000,Tunai / Cash,Takeaway
FNB-20255587,2025-03-04 07:28:00,OUT-04,MNU-07,1,24000,9000,24000,0,24000,15000,Tunai / Cash,Takeaway
FNB-20255588,2025-02-05 19:46:00,OUT-05,MNU-10,3,55000,28000,165000,0,165000,81000,Tunai / Cash,Takeaway
FNB-20255589,2025-05-26 12:24:00,OUT-01,MNU-08,1,28000,12000,28000,0,28000,16000,Tunai / Cash,Takeaway
FNB-20255590,2025-11-28 07:47:00,OUT-01,MNU-09,2,22000,10000,44000,0,44000,24000,Tunai / Cash,Catering & Parcel
FNB-20255591,2025-09-19 11:51:00,OUT-04,MNU-08,1,28000,12000,28000,2800,25200,13200,Tunai / Cash,Takeaway
FNB-20255592,2025-01-13 08:51:00,OUT-02,MNU-03,1,68000,36000,68000,3400,64600,28600,Kartu Debit BSI / Mandiri,Takeaway
FNB-20255593,2025-12-05 19:15:00,OUT-04,MNU-06,1,45000,24000,45000,2250,42750,18750,QRIS / E-Wallet,Dine In
FNB-20255594,2025-02-26 17:11:00,OUT-02,MNU-07,1,24000,9000,24000,0,24000,15000,Kartu Kredit,Online Delivery Instant
FNB-20255595,2025-11-16 16:16:00,OUT-05,MNU-02,1,85000,48000,85000,0,85000,37000,Kartu Debit BSI / Mandiri,Dine In
FNB-20255596,2025-08-18 08:10:00,OUT-05,MNU-06,2,45000,24000,90000,0,90000,42000,Kartu Kredit,Takeaway
FNB-20255597,2025-01-12 17:47:00,OUT-04,MNU-08,2,28000,12000,56000,0,56000,32000,Kartu Debit BSI / Mandiri,Dine In
FNB-20255598,2025-11-18 11:12:00,OUT-05,MNU-10,3,55000,28000,165000,0,165000,81000,Kartu Kredit,Takeaway
FNB-20255599,2025-05-24 17:28:00,OUT-02,MNU-08,1,28000,12000,28000,0,28000,16000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20255600,2025-10-04 10:31:00,OUT-05,MNU-10,2,55000,28000,110000,0,110000,54000,Tunai / Cash,Online Delivery Instant
FNB-20255601,2025-03-30 13:08:00,OUT-03,MNU-09,1,22000,10000,22000,0,22000,12000,Tunai / Cash,Catering & Parcel
FNB-20255602,2025-10-17 17:51:00,OUT-04,MNU-08,3,28000,12000,84000,4200,79800,43800,Kartu Kredit,Online Delivery Instant
FNB-20255603,2025-04-03 16:46:00,OUT-03,MNU-08,2,28000,12000,56000,8400,47600,23600,Kartu Kredit,Dine In
FNB-20255604,2025-08-14 20:10:00,OUT-02,MNU-08,1,28000,12000,28000,1400,26600,14600,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20255605,2025-03-08 07:17:00,OUT-01,MNU-09,2,22000,10000,44000,6600,37400,17400,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20255606,2025-11-29 13:04:00,OUT-02,MNU-06,2,45000,24000,90000,0,90000,42000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20255607,2025-12-11 11:11:00,OUT-02,MNU-05,1,90000,52000,90000,4500,85500,33500,Tunai / Cash,Dine In
FNB-20255608,2025-11-27 21:32:00,OUT-02,MNU-07,1,24000,9000,24000,2400,21600,12600,Kartu Kredit,Dine In
FNB-20255609,2025-11-18 13:20:00,OUT-01,MNU-02,1,85000,48000,85000,0,85000,37000,QRIS / E-Wallet,Catering & Parcel
FNB-20255610,2025-12-23 20:38:00,OUT-01,MNU-02,2,85000,48000,170000,0,170000,74000,Kartu Kredit,Dine In
FNB-20255611,2025-10-11 17:05:00,OUT-01,MNU-10,10,55000,28000,550000,0,550000,270000,Tunai / Cash,Dine In
FNB-20255612,2025-05-05 19:05:00,OUT-01,MNU-01,1,75000,42000,75000,3750,71250,29250,Kartu Debit BSI / Mandiri,Takeaway
FNB-20255613,2025-07-06 14:27:00,OUT-03,MNU-04,5,82000,45000,410000,0,410000,185000,Tunai / Cash,Catering & Parcel
FNB-20255614,2025-10-03 12:59:00,OUT-03,MNU-10,2,55000,28000,110000,11000,99000,43000,Kartu Debit BSI / Mandiri,Dine In
FNB-20255615,2025-07-19 18:46:00,OUT-02,MNU-08,2,28000,12000,56000,0,56000,32000,Tunai / Cash,Online Delivery Instant
FNB-20255616,2025-12-07 20:22:00,OUT-01,MNU-04,3,82000,45000,246000,36900,209100,74100,Tunai / Cash,Catering & Parcel
FNB-20255617,2025-09-01 12:58:00,OUT-01,MNU-03,1,68000,36000,68000,0,68000,32000,QRIS / E-Wallet,Dine In
FNB-20255618,2025-10-02 15:00:00,OUT-02,MNU-07,3,24000,9000,72000,3600,68400,41400,QRIS / E-Wallet,Online Delivery Instant
FNB-20255619,2025-04-15 09:27:00,OUT-03,MNU-08,3,28000,12000,84000,4200,79800,43800,Kartu Kredit,Takeaway
FNB-20255620,2025-07-27 20:38:00,OUT-03,MNU-06,2,45000,24000,90000,0,90000,42000,Tunai / Cash,Dine In
FNB-20255621,2025-04-29 21:16:00,OUT-02,MNU-03,1,68000,36000,68000,3400,64600,28600,Kartu Kredit,Dine In
FNB-20255622,2025-11-11 13:21:00,OUT-03,MNU-06,2,45000,24000,90000,0,90000,42000,Kartu Kredit,Catering & Parcel
FNB-20255623,2025-10-09 07:13:00,OUT-03,MNU-06,1,45000,24000,45000,0,45000,21000,Kartu Kredit,Catering & Parcel
FNB-20255624,2025-04-13 19:14:00,OUT-04,MNU-08,4,28000,12000,112000,0,112000,64000,Tunai / Cash,Dine In
FNB-20255625,2025-04-13 18:44:00,OUT-05,MNU-05,2,90000,52000,180000,27000,153000,49000,QRIS / E-Wallet,Catering & Parcel
FNB-20255626,2025-11-14 09:47:00,OUT-04,MNU-01,1,75000,42000,75000,0,75000,33000,Kartu Debit BSI / Mandiri,Dine In
FNB-20255627,2025-10-25 15:01:00,OUT-01,MNU-04,3,82000,45000,246000,0,246000,111000,QRIS / E-Wallet,Takeaway
FNB-20255628,2025-07-08 08:10:00,OUT-01,MNU-02,1,85000,48000,85000,0,85000,37000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20255629,2025-06-06 17:29:00,OUT-04,MNU-02,5,85000,48000,425000,0,425000,185000,Tunai / Cash,Online Delivery Instant
FNB-20255630,2025-01-23 19:28:00,OUT-03,MNU-02,1,85000,48000,85000,0,85000,37000,Tunai / Cash,Online Delivery Instant
FNB-20255631,2025-03-20 21:21:00,OUT-01,MNU-01,3,75000,42000,225000,45000,180000,54000,QRIS / E-Wallet,Takeaway
FNB-20255632,2025-02-22 09:11:00,OUT-03,MNU-03,1,68000,36000,68000,0,68000,32000,Tunai / Cash,Takeaway
FNB-20255633,2025-02-05 17:16:00,OUT-03,MNU-07,2,24000,9000,48000,0,48000,30000,Tunai / Cash,Online Delivery Instant
FNB-20255634,2025-01-27 20:02:00,OUT-04,MNU-04,1,82000,45000,82000,0,82000,37000,Kartu Kredit,Catering & Parcel
FNB-20255635,2025-07-24 08:50:00,OUT-01,MNU-07,1,24000,9000,24000,4800,19200,10200,Kartu Kredit,Takeaway
FNB-20255636,2025-08-13 16:27:00,OUT-01,MNU-10,1,55000,28000,55000,8250,46750,18750,Kartu Debit BSI / Mandiri,Takeaway
FNB-20255637,2025-04-12 17:15:00,OUT-02,MNU-07,2,24000,9000,48000,4800,43200,25200,Kartu Kredit,Online Delivery Instant
FNB-20255638,2025-10-21 09:51:00,OUT-02,MNU-09,1,22000,10000,22000,0,22000,12000,Tunai / Cash,Takeaway
FNB-20255639,2025-06-07 17:37:00,OUT-02,MNU-06,10,45000,24000,450000,0,450000,210000,Kartu Kredit,Online Delivery Instant
FNB-20255640,2025-08-13 14:35:00,OUT-03,MNU-01,1,75000,42000,75000,0,75000,33000,Kartu Kredit,Online Delivery Instant
FNB-20255641,2025-03-31 19:49:00,OUT-05,MNU-04,4,82000,45000,328000,0,328000,148000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20255642,2025-10-12 16:55:00,OUT-05,MNU-05,1,90000,52000,90000,0,90000,38000,QRIS / E-Wallet,Online Delivery Instant
FNB-20255643,2025-04-19 11:20:00,OUT-01,MNU-08,4,28000,12000,112000,11200,100800,52800,QRIS / E-Wallet,Dine In
FNB-20255644,2025-05-13 11:35:00,OUT-03,MNU-04,1,82000,45000,82000,4100,77900,32900,Tunai / Cash,Takeaway
FNB-20255645,2025-07-23 15:22:00,OUT-01,MNU-10,1,55000,28000,55000,8250,46750,18750,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20255646,2025-02-01 18:39:00,OUT-04,MNU-08,2,28000,12000,56000,2800,53200,29200,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20255647,2025-06-07 18:22:00,OUT-04,MNU-04,2,82000,45000,164000,0,164000,74000,Kartu Kredit,Catering & Parcel
FNB-20255648,2025-07-01 07:30:00,OUT-02,MNU-09,1,22000,10000,22000,2200,19800,9800,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20255649,2025-11-15 17:19:00,OUT-03,MNU-05,2,90000,52000,180000,0,180000,76000,Kartu Kredit,Catering & Parcel
FNB-20255650,2025-12-13 12:46:00,OUT-01,MNU-04,1,82000,45000,82000,0,82000,37000,Tunai / Cash,Takeaway
FNB-20255651,2025-09-12 08:31:00,OUT-02,MNU-04,2,82000,45000,164000,0,164000,74000,Tunai / Cash,Online Delivery Instant
FNB-20255652,2025-08-30 21:19:00,OUT-02,MNU-03,1,68000,36000,68000,6800,61200,25200,Kartu Debit BSI / Mandiri,Dine In
FNB-20255653,2025-07-01 14:30:00,OUT-03,MNU-06,1,45000,24000,45000,2250,42750,18750,Tunai / Cash,Catering & Parcel
FNB-20255654,2025-06-06 21:48:00,OUT-05,MNU-10,4,55000,28000,220000,0,220000,108000,QRIS / E-Wallet,Takeaway
FNB-20255655,2025-05-13 08:15:00,OUT-03,MNU-09,5,22000,10000,110000,0,110000,60000,Kartu Kredit,Catering & Parcel
FNB-20255656,2025-11-07 19:39:00,OUT-01,MNU-10,2,55000,28000,110000,0,110000,54000,Kartu Kredit,Catering & Parcel
FNB-20255657,2025-02-20 16:19:00,OUT-03,MNU-08,2,28000,12000,56000,0,56000,32000,Tunai / Cash,Takeaway
FNB-20255658,2025-07-08 15:51:00,OUT-01,MNU-10,2,55000,28000,110000,5500,104500,48500,Kartu Kredit,Dine In
FNB-20255659,2025-09-29 08:24:00,OUT-01,MNU-03,2,68000,36000,136000,0,136000,64000,Tunai / Cash,Dine In
FNB-20255660,2025-02-04 20:21:00,OUT-04,MNU-08,1,28000,12000,28000,0,28000,16000,QRIS / E-Wallet,Takeaway
FNB-20255661,2025-10-14 11:41:00,OUT-05,MNU-09,3,22000,10000,66000,3300,62700,32700,Tunai / Cash,Takeaway
FNB-20255662,2025-09-20 12:51:00,OUT-02,MNU-09,4,22000,10000,88000,4400,83600,43600,Tunai / Cash,Dine In
FNB-20255663,2025-09-01 11:25:00,OUT-03,MNU-02,3,85000,48000,255000,0,255000,111000,QRIS / E-Wallet,Catering & Parcel
FNB-20255664,2025-03-26 12:18:00,OUT-03,MNU-05,1,90000,52000,90000,0,90000,38000,Tunai / Cash,Dine In
FNB-20255665,2025-09-12 08:47:00,OUT-05,MNU-09,2,22000,10000,44000,6600,37400,17400,Tunai / Cash,Online Delivery Instant
FNB-20255666,2025-07-06 09:02:00,OUT-04,MNU-09,1,22000,10000,22000,0,22000,12000,QRIS / E-Wallet,Catering & Parcel
FNB-20255667,2025-10-25 08:52:00,OUT-01,MNU-08,1,28000,12000,28000,1400,26600,14600,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20255668,2025-06-22 21:40:00,OUT-05,MNU-03,1,68000,36000,68000,0,68000,32000,Tunai / Cash,Dine In
FNB-20255669,2025-06-29 08:33:00,OUT-04,MNU-02,1,85000,48000,85000,4250,80750,32750,Tunai / Cash,Catering & Parcel
FNB-20255670,2025-06-29 21:48:00,OUT-04,MNU-09,3,22000,10000,66000,0,66000,36000,QRIS / E-Wallet,Dine In
FNB-20255671,2025-01-05 13:48:00,OUT-05,MNU-01,4,75000,42000,300000,0,300000,132000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20255672,2025-06-14 14:24:00,OUT-01,MNU-01,2,75000,42000,150000,0,150000,66000,QRIS / E-Wallet,Takeaway
FNB-20255673,2025-10-07 11:10:00,OUT-04,MNU-07,2,24000,9000,48000,0,48000,30000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20255674,2025-01-03 21:55:00,OUT-01,MNU-09,1,22000,10000,22000,0,22000,12000,QRIS / E-Wallet,Takeaway
FNB-20255675,2025-09-05 11:26:00,OUT-02,MNU-07,3,24000,9000,72000,0,72000,45000,Kartu Kredit,Online Delivery Instant
FNB-20255676,2025-11-11 16:47:00,OUT-05,MNU-01,2,75000,42000,150000,0,150000,66000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20255677,2025-08-15 19:24:00,OUT-02,MNU-03,1,68000,36000,68000,0,68000,32000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20255678,2025-09-24 18:26:00,OUT-04,MNU-07,1,24000,9000,24000,1200,22800,13800,Kartu Kredit,Online Delivery Instant
FNB-20255679,2025-11-05 20:06:00,OUT-02,MNU-05,1,90000,52000,90000,0,90000,38000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20255680,2025-05-21 16:25:00,OUT-02,MNU-06,2,45000,24000,90000,9000,81000,33000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20255681,2025-06-19 14:27:00,OUT-02,MNU-08,4,28000,12000,112000,5600,106400,58400,Kartu Kredit,Dine In
FNB-20255682,2025-08-22 15:53:00,OUT-03,MNU-02,1,85000,48000,85000,0,85000,37000,Kartu Kredit,Online Delivery Instant
FNB-20255683,2025-10-11 15:50:00,OUT-04,MNU-01,1,75000,42000,75000,3750,71250,29250,Kartu Debit BSI / Mandiri,Dine In
FNB-20255684,2025-12-04 16:29:00,OUT-03,MNU-10,1,55000,28000,55000,0,55000,27000,Tunai / Cash,Online Delivery Instant
FNB-20255685,2025-04-12 07:55:00,OUT-01,MNU-03,3,68000,36000,204000,20400,183600,75600,Kartu Kredit,Dine In
FNB-20255686,2025-07-02 13:07:00,OUT-01,MNU-05,1,90000,52000,90000,0,90000,38000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20255687,2025-09-16 18:41:00,OUT-04,MNU-01,1,75000,42000,75000,11250,63750,21750,Tunai / Cash,Online Delivery Instant
FNB-20255688,2025-03-21 18:12:00,OUT-05,MNU-07,1,24000,9000,24000,2400,21600,12600,QRIS / E-Wallet,Takeaway
